city,timestamp,pm25,pm10,no2,aqi,anomaly_score,severity
Delhi,2026-05-17 13:21:22.505492,127.37,198.33,55.67,188.1,-0.04215780835186067,Medium
Delhi,2026-05-19 13:21:22.505492,137.8,245.9,30.56,193.5,-0.04315922538073169,Medium
Delhi,2026-05-20 07:21:22.505492,106.47,187.75,65.17,177.3,-0.04950325069192596,Medium
Delhi,2026-05-21 07:21:22.505492,107.07,172.43,18.6,177.6,-0.03800973430811272,Medium
Delhi,2026-05-21 13:21:22.505492,129.81,228.63,44.91,189.4,-0.057318900443972254,Medium
Delhi,2026-05-22 01:21:22.505492,93.01,166.55,58.24,170.4,-0.010688113601813765,Medium
Delhi,2026-05-22 13:21:22.505492,104.83,184.54,33.13,176.5,-0.002873288605274915,Medium
Delhi,2026-05-24 01:21:22.505492,103.42,182.72,20.18,175.7,-0.023971028873432276,Medium
Delhi,2026-05-24 13:21:22.505492,126.92,223.34,61.54,187.9,-0.04149233345270009,Medium
Delhi,2026-05-25 13:21:22.505492,137.69,236.37,45.67,193.4,-0.032612049570230006,Medium
Delhi,2026-05-27 07:21:22.505492,208.74,339.01,59.18,258.7,-0.12945255434590053,High
Delhi,2026-05-27 13:21:22.505492,126.19,194.95,58.98,187.5,-0.029312527457758364,Medium
Delhi,2026-05-28 13:21:22.505492,107.95,156.32,6.21,178.1,-0.010599133288467844,Medium
Delhi,2026-05-29 07:21:22.505492,110.44,183.6,36.58,179.4,-0.0010589754188747857,Medium
Mumbai,2025-06-03 13:21:22.505492,168.66,245.33,51.0,219.0,-0.06269226799658678,Medium
Mumbai,2025-06-17 01:21:22.505492,147.14,220.86,43.46,198.3,-0.08365308172122399,Medium
Mumbai,2025-06-29 19:21:22.505492,144.57,216.4,36.29,197.0,-0.012268128290020441,Medium
Mumbai,2025-07-04 01:21:22.505492,138.43,234.02,35.68,193.8,-0.01962898722665818,Medium
Mumbai,2025-07-08 13:21:22.505492,165.06,276.35,59.08,215.4,-0.09516549836574395,Medium
Mumbai,2025-07-10 19:21:22.505492,147.57,214.26,80.47,198.5,-0.05193937717161057,Medium
Mumbai,2025-07-16 19:21:22.505492,167.24,300.77,49.48,217.6,-0.06837594351493614,Medium
Mumbai,2025-07-24 07:21:22.505492,149.95,235.79,10.16,199.8,-0.09268221147252509,Medium
Mumbai,2025-07-25 19:21:22.505492,146.63,209.72,56.36,198.1,-0.060185736253942745,Medium
Mumbai,2025-07-26 19:21:22.505492,157.51,247.41,16.94,207.9,-0.07387689085089166,Medium
Mumbai,2025-08-13 19:21:22.505492,138.21,247.98,42.41,193.7,-0.03759377604038283,Medium
Mumbai,2025-08-22 13:21:22.505492,145.9,261.93,25.89,197.7,-0.06794755186293111,Medium
Mumbai,2025-08-24 13:21:22.505492,157.92,284.25,65.32,208.4,-0.121340653489727,High
Mumbai,2025-08-26 19:21:22.505492,152.14,229.5,32.08,202.6,-0.022850006076078677,Medium
Mumbai,2025-08-27 01:21:22.505492,148.86,210.4,48.34,199.2,-0.013914411727157572,Medium
Mumbai,2025-09-05 01:21:22.505492,123.23,202.58,42.34,186.0,-0.05883367244962845,Medium
Mumbai,2025-09-28 01:21:22.505492,126.33,202.86,24.84,187.6,-0.006499252480846041,Medium
Mumbai,2025-09-28 07:21:22.505492,135.28,231.65,24.58,192.2,-0.03263319006893184,Medium
Mumbai,2025-10-11 13:21:22.505492,148.11,213.96,26.83,198.8,-0.039729706035637524,Medium
Mumbai,2025-10-12 13:21:22.505492,137.43,200.82,67.46,193.3,-0.08396252208320398,Medium
Mumbai,2025-10-16 13:21:22.505492,143.52,213.31,51.62,196.4,-0.028844521546067203,Medium
Mumbai,2025-10-22 07:21:22.505492,130.54,195.05,26.76,189.7,-0.015840979841372116,Medium
Mumbai,2025-10-27 01:21:22.505492,115.65,186.59,49.95,182.1,-0.0007538121944228315,Medium
Mumbai,2025-10-29 13:21:22.505492,143.79,207.65,33.57,196.6,-0.00418683051869817,Medium
Mumbai,2025-11-05 13:21:22.505492,151.54,269.56,42.64,202.0,-0.08873350326283769,Medium
Mumbai,2025-11-13 01:21:22.505492,153.72,255.49,67.69,204.2,-0.06570439310266085,Medium
Mumbai,2025-11-20 07:21:22.505492,135.14,209.09,57.48,192.1,-0.0312655544710535,Medium
Mumbai,2025-11-21 01:21:22.505492,33.45,55.23,73.88,95.9,-0.011889950690581963,Medium
Mumbai,2025-12-09 07:21:22.505492,132.71,230.88,9.97,190.9,-0.07114422662715802,Medium
Mumbai,2025-12-10 07:21:22.505492,135.9,193.88,27.76,192.5,-0.00542969340211219,Medium
Mumbai,2025-12-13 19:21:22.505492,143.72,224.17,10.49,196.6,-0.07410446138013849,Medium
Mumbai,2025-12-21 01:21:22.505492,148.54,248.98,39.6,199.0,-0.053925814721357934,Medium
Mumbai,2025-12-28 01:21:22.505492,138.01,216.88,47.35,193.6,-0.021131188819179303,Medium
Mumbai,2026-01-04 07:21:22.505492,161.74,235.99,41.72,212.1,-0.08335980764790163,Medium
Mumbai,2026-01-06 01:21:22.505492,142.87,207.93,25.16,196.1,-0.04637910160319014,Medium
Mumbai,2026-01-06 13:21:22.505492,165.7,232.87,24.23,216.1,-0.07857421634305473,Medium
Mumbai,2026-01-26 19:21:22.505492,146.95,210.93,26.2,198.2,-0.049509642298866785,Medium
Mumbai,2026-01-27 19:21:22.505492,146.21,211.5,41.42,197.8,-0.05990139987665055,Medium
Mumbai,2026-01-29 19:21:22.505492,141.88,234.04,37.46,195.6,-0.02984396279658119,Medium
Mumbai,2026-02-13 13:21:22.505492,172.82,270.44,48.27,223.1,-0.07251530129072292,Medium
Mumbai,2026-02-26 13:21:22.505492,175.59,270.32,33.63,225.9,-0.0852375365640442,Medium
Mumbai,2026-03-31 01:21:22.505492,149.86,232.38,46.26,199.7,-0.04426807183245807,Medium
Mumbai,2026-03-31 07:21:22.505492,172.19,272.33,41.93,222.5,-0.06896072954391219,Medium
Mumbai,2026-04-04 19:21:22.505492,71.01,124.98,76.77,159.0,-0.008462558872981307,Medium
Mumbai,2026-04-06 13:21:22.505492,176.33,289.35,39.41,226.6,-0.08936740141394606,Medium
Mumbai,2026-04-07 01:21:22.505492,157.51,222.7,27.54,207.9,-0.041207744970833016,Medium
Mumbai,2026-04-18 07:21:22.505492,165.16,285.4,18.2,215.5,-0.08992502133594493,Medium
Mumbai,2026-04-20 01:21:22.505492,153.96,215.57,57.26,204.4,-0.020106273316689793,Medium
Mumbai,2026-05-01 13:21:22.505492,86.52,146.87,67.91,167.0,-0.0005105934384387334,Medium
Mumbai,2026-05-16 19:21:22.505492,168.56,259.13,33.97,218.9,-0.06272655901803259,Medium
Mumbai,2026-05-17 19:21:22.505492,156.29,239.68,34.19,206.7,-0.05823240178423672,Medium
Mumbai,2026-05-18 01:21:22.505492,149.0,213.3,53.85,199.3,-0.03632484064722585,Medium
Mumbai,2026-05-21 13:21:22.505492,179.54,259.99,32.83,229.8,-0.0896297703695762,Medium
Mumbai,2026-05-22 19:21:22.505492,170.94,265.98,24.87,221.3,-0.08255847861539489,Medium
Mumbai,2026-05-27 13:21:22.505492,165.41,256.0,13.0,215.8,-0.08522809827898392,Medium
Beijing,2025-06-02 13:21:22.505492,98.12,156.43,53.93,173.0,-0.004828914568894227,Medium
Beijing,2025-06-09 13:21:22.505492,105.64,185.47,61.68,176.9,-0.04338302269974992,Medium
Beijing,2025-06-13 13:21:22.505492,173.87,248.02,61.01,224.2,-0.11898046159222186,High
Beijing,2025-06-18 19:21:22.505492,103.94,155.28,68.47,176.0,-0.05732158037772561,Medium
Beijing,2025-06-22 19:21:22.505492,181.86,323.92,41.02,232.1,-0.09867137763801093,Medium
Beijing,2025-06-29 07:21:22.505492,176.2,299.9,37.93,226.5,-0.08047181806087678,Medium
Beijing,2025-07-01 13:21:22.505492,155.87,242.16,72.27,206.3,-0.08358468019121434,Medium
Beijing,2025-07-18 19:21:22.505492,178.1,307.74,55.91,228.3,-0.07838194157573097,Medium
Beijing,2025-07-22 19:21:22.505492,171.58,300.18,32.66,221.9,-0.08357577632391566,Medium
Beijing,2025-07-23 07:21:22.505492,158.7,253.45,40.76,209.1,-0.04548196905933877,Medium
Beijing,2025-08-02 13:21:22.505492,92.19,161.95,12.59,169.9,-0.0392171226841499,Medium
Beijing,2025-08-03 01:21:22.505492,161.37,267.06,34.74,211.8,-0.07414168251271314,Medium
Beijing,2025-08-03 13:21:22.505492,157.3,251.29,65.13,207.7,-0.07290280155872852,Medium
Beijing,2025-08-05 19:21:22.505492,156.4,224.33,35.87,206.8,-0.03153881791999624,Medium
Beijing,2025-08-19 13:21:22.505492,192.31,314.86,54.34,242.4,-0.1089822402583237,High
Beijing,2025-09-14 19:21:22.505492,159.73,279.77,33.86,210.1,-0.06949617076237669,Medium
Beijing,2025-09-20 07:21:22.505492,59.64,105.54,76.02,153.1,-8.164090242601674e-05,Medium
Beijing,2025-09-22 19:21:22.505492,138.78,242.51,32.7,194.0,-0.03752938371655612,Medium
Beijing,2025-09-29 19:21:22.505492,182.08,304.63,30.34,232.3,-0.1061108796828284,High
Beijing,2025-10-02 13:21:22.505492,154.62,228.05,60.28,205.1,-0.08447660996591144,Medium
Beijing,2025-10-12 13:21:22.505492,177.82,304.49,51.62,228.1,-0.07618633567072974,Medium
Beijing,2025-10-24 07:21:22.505492,166.9,248.56,46.06,217.3,-0.058064478339034276,Medium
Beijing,2025-10-26 01:21:22.505492,139.17,213.0,23.97,194.2,-0.016446171805259202,Medium
Beijing,2025-10-29 13:21:22.505492,168.95,256.46,46.55,219.3,-0.05696434532174255,Medium
Beijing,2025-10-30 19:21:22.505492,161.65,246.8,38.12,212.1,-0.10097195885310073,High
Beijing,2025-11-22 07:21:22.505492,157.81,249.19,39.47,208.2,-0.0736835102314366,Medium
Beijing,2025-11-22 19:21:22.505492,150.84,215.22,60.67,201.3,-0.059520596595324604,Medium
Beijing,2025-11-23 07:21:22.505492,154.2,269.53,46.11,204.7,-0.08798612766751546,Medium
Beijing,2025-12-01 19:21:22.505492,186.73,291.12,44.44,236.9,-0.11207753913908836,High
Beijing,2025-12-02 13:21:22.505492,176.76,316.55,32.57,227.0,-0.08853110696246835,Medium
Beijing,2025-12-05 19:21:22.505492,153.29,247.19,35.87,203.8,-0.08348139261399767,Medium
Beijing,2025-12-13 01:21:22.505492,170.34,296.17,44.18,220.7,-0.10626300079213036,High
